fulfillment_event_id,order_id,customer_id,source_customer_id,event_date,event_type,severity,root_cause,resolution_status
FUL007149,O058513,C000042,8517,2025-11-09,carrier_delay,High,Carrier route delay,Open
FUL007150,O058518,C000812,4863,2025-11-09,carrier_delay,High,Carrier route delay,Open
FUL007151,O058529,C000006,1288,2025-11-09,carrier_delay,High,Carrier route delay,Open
FUL007152,O058544,C001208,6356,2025-11-09,carrier_delay,High,Carrier route delay,Open
FUL007153,O005855,C001922,1363,2023-10-02,carrier_delay,High,Carrier route delay,Open
FUL007154,O058557,C001901,3384,2025-11-09,carrier_delay,High,Carrier route delay,Open
FUL007155,O058577,C000694,867,2025-11-10,carrier_delay,High,Carrier route delay,Open
FUL007156,O058584,C000101,12226,2025-11-10,carrier_delay,High,Carrier route delay,Open
FUL007157,O058585,C000398,1379,2025-11-10,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL007158,O005860,C000097,11645,2023-10-02,carrier_delay,High,Carrier route delay,Open
FUL007159,O058600,C001578,2093,2025-11-10,carrier_delay,High,Carrier route delay,Open
FUL007160,O058607,C000148,1012,2025-11-10,carrier_delay,High,Carrier route delay,Open
FUL007161,O058609,C000566,10500,2025-11-10,carrier_delay,High,Carrier route delay,Open
FUL007162,O058619,C001183,6025,2025-11-10,carrier_delay,High,Carrier route delay,Open
FUL007163,O058620,C001632,9575,2025-11-10,carrier_delay,High,Carrier route delay,Open
FUL007164,O058637,C001481,7967,2025-11-10,carrier_delay,High,Carrier route delay,Open
FUL007165,O058679,C000486,10081,2025-11-11,carrier_delay,High,Carrier route delay,Open
FUL007166,O058699,C000690,11457,2025-11-11,carrier_delay,High,Carrier route delay,Open
FUL007167,O058704,C000388,9590,2025-11-11,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL007168,O058705,C001242,2469,2025-11-11,carrier_delay,High,Carrier route delay,Open
FUL007169,O058710,C001506,8605,2025-11-12,carrier_delay,High,Carrier route delay,Open
FUL007170,O058715,C000749,11766,2025-11-12,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL007171,O058716,C001870,8123,2025-11-12,carrier_delay,High,Carrier route delay,Open
FUL007172,O005872,C001668,9746,2023-10-02,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL007173,O058729,C001402,6088,2025-11-12,carrier_delay,High,Carrier route delay,Open
FUL007174,O058734,C001655,8211,2025-11-12,carrier_delay,High,Carrier route delay,Open
FUL007175,O058737,C000033,9727,2025-11-12,carrier_delay,High,Carrier route delay,Open
FUL007176,O058740,C000077,2041,2025-11-12,carrier_delay,High,Carrier route delay,Open
FUL007177,O058761,C000199,12406,2025-11-12,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL007178,O058767,C001620,4997,2025-11-12,carrier_delay,High,Carrier route delay,Open
FUL007179,O058774,C000291,5138,2025-11-12,carrier_delay,High,Carrier route delay,Open
FUL007180,O058778,C001322,9058,2025-11-13,carrier_delay,High,Carrier route delay,Open
FUL007181,O058795,C001256,8987,2025-11-13,carrier_delay,High,Carrier route delay,Open
FUL007182,O058800,C001255,3677,2025-11-13,carrier_delay,High,Carrier route delay,Open
FUL007183,O058815,C001982,2684,2025-11-13,carrier_delay,High,Carrier route delay,Open
FUL007184,O058823,C000290,10672,2025-11-13,carrier_delay,High,Carrier route delay,Open
FUL007185,O058829,C001539,51,2025-11-13,carrier_delay,High,Carrier route delay,Open
FUL007186,O058844,C000249,1426,2025-11-13,carrier_delay,High,Carrier route delay,Open
FUL007187,O005885,C001643,12178,2023-10-02,carrier_delay,High,Carrier route delay,Open
FUL007188,O058856,C001234,9823,2025-11-14,carrier_delay,High,Carrier route delay,Open
FUL007189,O058859,C001603,10511,2025-11-14,carrier_delay,High,Carrier route delay,Open
FUL007190,O058875,C000955,4768,2025-11-14,carrier_delay,High,Carrier route delay,Open
FUL007191,O058884,C001429,3656,2025-11-14,carrier_delay,High,Carrier route delay,Open
FUL007192,O058885,C000102,11344,2025-11-14,carrier_delay,High,Carrier route delay,Open
FUL007193,O058895,C000529,2433,2025-11-14,carrier_delay,High,Carrier route delay,Open
FUL007194,O058896,C000110,9697,2025-11-14,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL007195,O058911,C001613,2110,2025-11-14,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL007196,O058914,C000457,8666,2025-11-14,carrier_delay,High,Carrier route delay,Open
FUL007197,O058919,C000333,12,2025-11-15,carrier_delay,High,Carrier route delay,Open
FUL007198,O058935,C001415,10312,2025-11-15,carrier_delay,High,Carrier route delay,Open
FUL007199,O005894,C000837,2429,2023-10-03,carrier_delay,High,Carrier route delay,Open
FUL007200,O058966,C000320,5175,2025-11-15,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL007201,O058969,C001949,3147,2025-11-15,carrier_delay,High,Carrier route delay,Open
FUL007202,O005897,C001090,8754,2023-10-03,carrier_delay,High,Carrier route delay,Open
FUL007203,O005899,C001799,8845,2023-10-03,carrier_delay,High,Carrier route delay,Open
FUL007204,O059005,C001254,846,2025-11-16,carrier_delay,High,Carrier route delay,Open
FUL007205,O059009,C001803,3890,2025-11-16,carrier_delay,High,Carrier route delay,Open
FUL007206,O059014,C000306,6130,2025-11-16,carrier_delay,High,Carrier route delay,Open
FUL007207,O059015,C000029,6950,2025-11-16,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL007208,O059030,C000773,10521,2025-11-16,carrier_delay,High,Carrier route delay,Open
FUL007209,O059033,C001871,7161,2025-11-16,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL007210,O059040,C000883,6480,2025-11-16,carrier_delay,High,Carrier route delay,Open
FUL007211,O059050,C001884,4778,2025-11-16,carrier_delay,High,Carrier route delay,Open
FUL007212,O059063,C001451,6287,2025-11-17,carrier_delay,High,Carrier route delay,Open
FUL007213,O059065,C000279,8052,2025-11-17,carrier_delay,High,Carrier route delay,Open
FUL007214,O059074,C000261,6643,2025-11-17,carrier_delay,High,Carrier route delay,Open
FUL007215,O059080,C000400,3373,2025-11-17,carrier_delay,High,Carrier route delay,Open
FUL007216,O059085,C000136,8170,2025-11-17,carrier_delay,High,Carrier route delay,Open
FUL007217,O059093,C000852,174,2025-11-17,carrier_delay,High,Carrier route delay,Open
FUL007218,O059098,C001508,10807,2025-11-17,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL007219,O005910,C001954,8789,2023-10-03,carrier_delay,High,Carrier route delay,Open
FUL007220,O059109,C000756,72,2025-11-17,carrier_delay,High,Carrier route delay,Open
FUL007221,O059112,C000652,7316,2025-11-17,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL007222,O059120,C001939,11962,2025-11-18,carrier_delay,High,Carrier route delay,Open
FUL007223,O059129,C001462,10518,2025-11-18,carrier_delay,High,Carrier route delay,Open
FUL007224,O005913,C000149,5563,2023-10-03,carrier_delay,High,Carrier route delay,Open
FUL007225,O059135,C000211,11985,2025-11-18,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL007226,O059136,C000420,6230,2025-11-18,carrier_delay,High,Carrier route delay,Open
FUL007227,O059139,C001551,2193,2025-11-18,carrier_delay,High,Carrier route delay,Open
FUL007228,O005914,C001646,4040,2023-10-03,carrier_delay,High,Carrier route delay,Open
FUL007229,O059141,C001862,9885,2025-11-18,carrier_delay,High,Carrier route delay,Open
FUL007230,O059147,C000387,8090,2025-11-18,carrier_delay,High,Carrier route delay,Open
FUL007231,O059149,C001159,10796,2025-11-18,carrier_delay,High,Carrier route delay,Open
FUL007232,O059164,C000216,7001,2025-11-18,carrier_delay,High,Carrier route delay,Open
FUL007233,O059172,C001071,8365,2025-11-18,carrier_delay,High,Carrier route delay,Open
FUL007234,O059174,C000971,242,2025-11-18,carrier_delay,High,Carrier route delay,Open
FUL007235,O059180,C001887,11522,2025-11-18,carrier_delay,High,Carrier route delay,Open
FUL007236,O059189,C001078,4265,2025-11-19,carrier_delay,High,Carrier route delay,Open
FUL007237,O059204,C001319,2585,2025-11-19,carrier_delay,High,Carrier route delay,Open
FUL007238,O059210,C000117,6696,2025-11-19,carrier_delay,High,Carrier route delay,Open
FUL007239,O059221,C000460,7830,2025-11-19,carrier_delay,High,Carrier route delay,Open
FUL007240,O059225,C000039,5146,2025-11-19,carrier_delay,High,Carrier route delay,Open
FUL007241,O059245,C000801,10992,2025-11-19,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL007242,O059246,C000247,10375,2025-11-19,carrier_delay,High,Carrier route delay,Open
FUL007243,O059247,C000012,1464,2025-11-19,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL007244,O059249,C000796,771,2025-11-19,carrier_delay,High,Carrier route delay,Open
FUL007245,O005925,C000455,10211,2023-10-03,carrier_delay,High,Carrier route delay,Open
FUL007246,O059254,C001271,8167,2025-11-19,carrier_delay,High,Carrier route delay,Open
FUL007247,O059260,C001312,7864,2025-11-20,carrier_delay,High,Carrier route delay,Open
FUL007248,O059264,C000387,8090,2025-11-20,carrier_delay,High,Carrier route delay,Open
FUL007249,O059265,C001363,990,2025-11-20,carrier_delay,High,Carrier route delay,Open
FUL007250,O059295,C001664,6909,2025-11-20,carrier_delay,High,Carrier route delay,Open
FUL007251,O059309,C000291,5138,2025-11-20,carrier_delay,High,Carrier route delay,Open
FUL007252,O059310,C000375,634,2025-11-20,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL007253,O059313,C001683,4855,2025-11-20,carrier_delay,High,Carrier route delay,Open
FUL007254,O059314,C000095,5582,2025-11-20,carrier_delay,High,Carrier route delay,Open
FUL007255,O059335,C001437,11189,2025-11-21,carrier_delay,High,Carrier route delay,Open
FUL007256,O059345,C000629,7571,2025-11-21,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL007257,O059347,C000747,9283,2025-11-21,carrier_delay,High,Carrier route delay,Open
FUL007258,O005935,C001727,6932,2023-10-03,carrier_delay,High,Carrier route delay,Open
FUL007259,O059369,C000361,1149,2025-11-21,carrier_delay,High,Carrier route delay,Open
FUL007260,O059372,C001892,5227,2025-11-21,carrier_delay,High,Carrier route delay,Open
FUL007261,O059373,C000673,1906,2025-11-21,carrier_delay,High,Carrier route delay,Open
FUL007262,O059374,C000256,11833,2025-11-21,carrier_delay,High,Carrier route delay,Open
FUL007263,O059384,C000663,4399,2025-11-21,carrier_delay,High,Carrier route delay,Open
FUL007264,O000594,C000934,1946,2023-07-17,carrier_delay,High,Carrier route delay,Open
FUL007265,O005940,C000776,8587,2023-10-03,carrier_delay,High,Carrier route delay,Open
FUL007266,O059404,C000975,9560,2025-11-22,carrier_delay,High,Carrier route delay,Open
FUL007267,O059412,C001422,642,2025-11-22,carrier_delay,High,Carrier route delay,Open
FUL007268,O059424,C000840,455,2025-11-22,carrier_delay,High,Carrier route delay,Open
FUL007269,O059436,C001401,4758,2025-11-22,carrier_delay,High,Carrier route delay,Open
FUL007270,O059443,C001122,859,2025-11-22,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL007271,O059444,C001951,8572,2025-11-22,carrier_delay,High,Carrier route delay,Open
FUL007272,O059445,C001091,4422,2025-11-22,carrier_delay,High,Carrier route delay,Open
FUL007273,O059450,C000109,4812,2025-11-22,carrier_delay,High,Carrier route delay,Open
FUL007274,O059460,C000013,10235,2025-11-22,carrier_delay,High,Carrier route delay,Open
FUL007275,O059477,C000437,2514,2025-11-23,carrier_delay,High,Carrier route delay,Open
FUL007276,O059478,C001044,3167,2025-11-23,carrier_delay,High,Carrier route delay,Open
FUL007277,O000595,C000864,3531,2023-07-17,carrier_delay,High,Carrier route delay,Open
FUL007278,O005950,C000127,4022,2023-10-03,carrier_delay,High,Carrier route delay,Open
FUL007279,O059507,C000300,9597,2025-11-23,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL007280,O059511,C000458,6156,2025-11-23,carrier_delay,High,Carrier route delay,Open
FUL007281,O059515,C000871,9563,2025-11-23,carrier_delay,High,Carrier route delay,Open
FUL007282,O005955,C001300,354,2023-10-03,carrier_delay,High,Carrier route delay,Open
FUL007283,O059562,C000308,8664,2025-11-24,carrier_delay,High,Carrier route delay,Open
FUL007284,O059564,C001566,2475,2025-11-24,carrier_delay,High,Carrier route delay,Open
FUL007285,O059574,C000259,2389,2025-11-24,carrier_delay,High,Carrier route delay,Open
FUL007286,O059575,C000575,1810,2025-11-24,carrier_delay,High,Carrier route delay,Open
FUL007287,O059576,C001773,4213,2025-11-24,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL007288,O059579,C000671,3447,2025-11-24,carrier_delay,High,Carrier route delay,Open
FUL007289,O059583,C000763,847,2025-11-24,carrier_delay,High,Carrier route delay,Open
FUL007290,O059585,C000672,2362,2025-11-24,carrier_delay,High,Carrier route delay,Open
FUL007291,O059599,C001769,3558,2025-11-24,carrier_delay,High,Carrier route delay,Open
FUL007292,O005960,C001439,10162,2023-10-03,carrier_delay,High,Carrier route delay,Open
FUL007293,O059600,C001498,2255,2025-11-25,carrier_delay,High,Carrier route delay,Open
FUL007294,O059613,C001966,7634,2025-11-25,carrier_delay,High,Carrier route delay,Open
FUL007295,O059628,C000032,10591,2025-11-25,carrier_delay,High,Carrier route delay,Open
FUL007296,O059632,C000882,8174,2025-11-25,carrier_delay,High,Carrier route delay,Open
FUL007297,O059638,C000010,5624,2025-11-25,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL007298,O059642,C001906,2825,2025-11-25,carrier_delay,High,Carrier route delay,Open
FUL007299,O005965,C000287,1824,2023-10-04,carrier_delay,High,Carrier route delay,Open
FUL007300,O059650,C001733,8905,2025-11-25,carrier_delay,High,Carrier route delay,Open
FUL007301,O059655,C000601,801,2025-11-25,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL007302,O059656,C000147,10829,2025-11-25,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL007303,O059674,C000549,2528,2025-11-26,carrier_delay,High,Carrier route delay,Open
FUL007304,O005969,C001711,5665,2023-10-04,carrier_delay,High,Carrier route delay,Open
FUL007305,O059695,C001042,5878,2025-11-26,carrier_delay,High,Carrier route delay,Open
FUL007306,O059699,C001290,1346,2025-11-26,carrier_delay,High,Carrier route delay,Open
FUL007307,O059706,C001705,10952,2025-11-26,carrier_delay,High,Carrier route delay,Open
FUL007308,O005972,C001352,12061,2023-10-04,carrier_delay,High,Carrier route delay,Open
FUL007309,O059731,C000333,12,2025-11-26,carrier_delay,High,Carrier route delay,Open
FUL007310,O005974,C000354,10013,2023-10-04,carrier_delay,High,Carrier route delay,Open
FUL007311,O059750,C000070,10744,2025-11-27,carrier_delay,High,Carrier route delay,Open
FUL007312,O059760,C001487,2306,2025-11-27,carrier_delay,High,Carrier route delay,Open
FUL007313,O059770,C001636,3461,2025-11-27,carrier_delay,High,Carrier route delay,Open
FUL007314,O059771,C001525,9384,2025-11-27,carrier_delay,High,Carrier route delay,Open
FUL007315,O059773,C000006,1288,2025-11-27,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL007316,O059774,C001145,9639,2025-11-27,carrier_delay,High,Carrier route delay,Open
FUL007317,O059779,C001221,2156,2025-11-27,carrier_delay,High,Carrier route delay,Open
FUL007318,O059806,C000701,4939,2025-11-28,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL007319,O059810,C000197,4394,2025-11-28,carrier_delay,High,Carrier route delay,Open
FUL007320,O059817,C001491,10454,2025-11-28,carrier_delay,High,Carrier route delay,Open
FUL007321,O059818,C000099,2851,2025-11-28,carrier_delay,High,Carrier route delay,Open
FUL007322,O059822,C000530,1739,2025-11-28,carrier_delay,High,Carrier route delay,Open
FUL007323,O059826,C001700,10495,2025-11-28,carrier_delay,High,Carrier route delay,Open
FUL007324,O059827,C000057,1920,2025-11-28,carrier_delay,High,Carrier route delay,Open
FUL007325,O059830,C001744,9932,2025-11-28,carrier_delay,High,Carrier route delay,Open
FUL007326,O005984,C001215,6942,2023-10-04,carrier_delay,High,Carrier route delay,Open
FUL007327,O005985,C000850,4911,2023-10-04,carrier_delay,High,Carrier route delay,Open
FUL007328,O059885,C000260,3303,2025-11-29,carrier_delay,High,Carrier route delay,Open
FUL007329,O059889,C001990,2219,2025-11-29,carrier_delay,High,Carrier route delay,Open
FUL007330,O005989,C000520,6514,2023-10-04,carrier_delay,High,Carrier route delay,Open
FUL007331,O000599,C001342,8005,2023-07-17,carrier_delay,High,Carrier route delay,Open
FUL007332,O005990,C000275,5477,2023-10-04,carrier_delay,High,Carrier route delay,Open
FUL007333,O059913,C001320,6003,2025-11-29,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL007334,O059914,C001224,8715,2025-11-29,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL007335,O059920,C001310,8889,2025-11-29,carrier_delay,High,Carrier route delay,Open
FUL007336,O059922,C000450,9353,2025-11-29,carrier_delay,High,Carrier route delay,Open
FUL007337,O059924,C001302,2783,2025-11-29,carrier_delay,High,Carrier route delay,Open
FUL007338,O059926,C000993,6740,2025-11-29,carrier_delay,High,Carrier route delay,Open
FUL007339,O059929,C000160,5072,2025-11-29,carrier_delay,High,Carrier route delay,Open
FUL007340,O059940,C000877,7590,2025-11-29,carrier_delay,High,Carrier route delay,Open
FUL007341,O005995,C001878,1232,2023-10-04,carrier_delay,High,Carrier route delay,Open
FUL007342,O059956,C001490,6785,2025-11-30,carrier_delay,High,Carrier route delay,Open
FUL007343,O059958,C000473,6125,2025-11-30,carrier_delay,High,Carrier route delay,Open
FUL007344,O059959,C000387,8090,2025-11-30,carrier_delay,High,Carrier route delay,Open
FUL007345,O059970,C000929,9992,2025-11-30,carrier_delay,High,Carrier route delay,Open
FUL007346,O059975,C001934,1180,2025-11-30,carrier_delay,High,Carrier route delay,Open
FUL007347,O005998,C001566,2475,2023-10-04,carrier_delay,High,Carrier route delay,Open
FUL007348,O059987,C001610,5129,2025-11-30,carrier_delay,High,Carrier route delay,Open
FUL007349,O059988,C000228,123,2025-11-30,carrier_delay,High,Carrier route delay,Open
FUL007350,O059990,C000268,11295,2025-11-30,carrier_delay,High,Carrier route delay,Open
FUL007351,O059994,C000408,633,2025-11-30,carrier_delay,High,Carrier route delay,Open
FUL007352,O059995,C001313,10701,2025-11-30,carrier_delay,High,Carrier route delay,Open
FUL007353,O000600,C000914,3506,2023-07-17,carrier_delay,High,Carrier route delay,Open
FUL007354,O060000,C000204,10699,2025-11-30,carrier_delay,High,Carrier route delay,Open
FUL007355,O060003,C001190,329,2025-11-30,carrier_delay,High,Carrier route delay,Open
FUL007356,O060010,C000536,1169,2025-11-30,carrier_delay,High,Carrier route delay,Open
FUL007357,O060019,C001663,929,2025-12-01,carrier_delay,High,Carrier route delay,Open
FUL007358,O060020,C001552,11284,2025-12-01,carrier_delay,High,Carrier route delay,Open
FUL007359,O060025,C001853,8207,2025-12-01,carrier_delay,High,Carrier route delay,Open
FUL007360,O060030,C001424,5518,2025-12-01,carrier_delay,High,Carrier route delay,Open
FUL007361,O060038,C000446,9436,2025-12-01,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL007362,O060039,C001922,1363,2025-12-01,carrier_delay,High,Carrier route delay,Open
FUL007363,O006004,C001098,4707,2023-10-04,carrier_delay,High,Carrier route delay,Open
FUL007364,O060040,C000624,6060,2025-12-01,carrier_delay,High,Carrier route delay,Open
FUL007365,O060043,C001851,4739,2025-12-01,carrier_delay,High,Carrier route delay,Open
FUL007366,O060049,C001755,12049,2025-12-01,carrier_delay,High,Carrier route delay,Open
FUL007367,O060050,C001412,7667,2025-12-01,carrier_delay,High,Carrier route delay,Open
FUL007368,O060063,C001190,329,2025-12-01,carrier_delay,High,Carrier route delay,Open
FUL007369,O060080,C000473,6125,2025-12-02,carrier_delay,High,Carrier route delay,Open
FUL007370,O060092,C001946,3231,2025-12-02,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL007371,O060097,C000612,2549,2025-12-02,carrier_delay,High,Carrier route delay,Open
FUL007372,O006010,C001165,5147,2023-10-04,carrier_delay,High,Carrier route delay,Open
FUL007373,O060115,C000114,3979,2025-12-02,carrier_delay,High,Carrier route delay,Open
FUL007374,O060118,C000326,10185,2025-12-02,carrier_delay,High,Carrier route delay,Open
FUL007375,O060121,C000051,341,2025-12-02,carrier_delay,High,Carrier route delay,Open
FUL007376,O060122,C000759,11784,2025-12-02,carrier_delay,High,Carrier route delay,Open
FUL007377,O060124,C001848,8915,2025-12-02,carrier_delay,High,Carrier route delay,Open
FUL007378,O060135,C001065,5548,2025-12-02,carrier_delay,High,Carrier route delay,Open
FUL007379,O060139,C001440,11924,2025-12-02,carrier_delay,High,Carrier route delay,Open
FUL007380,O060144,C000995,8125,2025-12-02,carrier_delay,High,Carrier route delay,Open
FUL007381,O060159,C000032,10591,2025-12-03,carrier_delay,High,Carrier route delay,Open
FUL007382,O060179,C000941,6307,2025-12-03,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL007383,O060185,C001305,4876,2025-12-03,carrier_delay,High,Carrier route delay,Open
FUL007384,O060203,C000184,1844,2025-12-03,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL007385,O060204,C001189,8488,2025-12-03,carrier_delay,High,Carrier route delay,Open
FUL007386,O006021,C001030,1990,2023-10-04,carrier_delay,High,Carrier route delay,Open
FUL007387,O060214,C000077,2041,2025-12-03,carrier_delay,High,Carrier route delay,Open
FUL007388,O060230,C001159,10796,2025-12-04,carrier_delay,High,Carrier route delay,Open
FUL007389,O060234,C001845,4922,2025-12-04,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL007390,O006025,C001377,6488,2023-10-04,carrier_delay,High,Carrier route delay,Open
FUL007391,O060252,C001022,907,2025-12-04,carrier_delay,High,Carrier route delay,Open
FUL007392,O060260,C001502,10012,2025-12-04,carrier_delay,High,Carrier route delay,Open
FUL007393,O060270,C000501,4930,2025-12-04,carrier_delay,High,Carrier route delay,Open
FUL007394,O060272,C000203,1107,2025-12-04,carrier_delay,High,Carrier route delay,Open
FUL007395,O060273,C000242,685,2025-12-04,carrier_delay,High,Carrier route delay,Open
FUL007396,O060283,C000470,11960,2025-12-04,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL007397,O060284,C000232,7852,2025-12-04,carrier_delay,High,Carrier route delay,Open
FUL007398,O060285,C001247,6560,2025-12-05,carrier_delay,High,Carrier route delay,Open
FUL007399,O060296,C001259,8256,2025-12-05,carrier_delay,High,Carrier route delay,Open
FUL007400,O060304,C000197,4394,2025-12-05,carrier_delay,High,Carrier route delay,Open
FUL007401,O060314,C000771,11313,2025-12-05,carrier_delay,High,Carrier route delay,Open
FUL007402,O006032,C000682,3762,2023-10-05,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL007403,O060320,C001129,11765,2025-12-05,carrier_delay,High,Carrier route delay,Open
FUL007404,O060321,C000185,6953,2025-12-05,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL007405,O060322,C000075,11768,2025-12-05,carrier_delay,High,Carrier route delay,Open
FUL007406,O060324,C000164,1025,2025-12-05,carrier_delay,High,Carrier route delay,Open
FUL007407,O060330,C000896,1688,2025-12-05,carrier_delay,High,Carrier route delay,Open
FUL007408,O060338,C001969,8210,2025-12-05,carrier_delay,High,Carrier route delay,Open
FUL007409,O006034,C000301,7435,2023-10-05,carrier_delay,High,Carrier route delay,Open
FUL007410,O006035,C000122,8314,2023-10-05,carrier_delay,High,Carrier route delay,Open
FUL007411,O060385,C001770,5845,2025-12-06,carrier_delay,High,Carrier route delay,Open
FUL007412,O000604,C001989,6930,2023-07-17,carrier_delay,High,Carrier route delay,Open
FUL007413,O060407,C000272,8652,2025-12-06,carrier_delay,High,Carrier route delay,Open
FUL007414,O060411,C000440,2755,2025-12-06,carrier_delay,High,Carrier route delay,Open
FUL007415,O060414,C001412,7667,2025-12-06,carrier_delay,High,Carrier route delay,Open
FUL007416,O060419,C000198,11534,2025-12-06,carrier_delay,High,Carrier route delay,Open
FUL007417,O060420,C000018,3708,2025-12-06,carrier_delay,High,Carrier route delay,Open
FUL007418,O060433,C000600,7268,2025-12-07,carrier_delay,High,Carrier route delay,Open
FUL007419,O060435,C001459,538,2025-12-07,carrier_delay,High,Carrier route delay,Open
FUL007420,O060445,C000291,5138,2025-12-07,carrier_delay,High,Carrier route delay,Open
FUL007421,O060449,C000772,40,2025-12-07,carrier_delay,High,Carrier route delay,Open
FUL007422,O060454,C000730,11777,2025-12-07,carrier_delay,High,Carrier route delay,Open
FUL007423,O060456,C000254,11738,2025-12-07,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL007424,O060465,C000761,3501,2025-12-07,carrier_delay,High,Carrier route delay,Open
FUL007425,O060469,C001721,8086,2025-12-07,carrier_delay,High,Carrier route delay,Open
FUL007426,O060470,C001314,290,2025-12-07,carrier_delay,High,Carrier route delay,Open
FUL007427,O060474,C000478,5579,2025-12-07,carrier_delay,High,Carrier route delay,Open
FUL007428,O060475,C000065,11888,2025-12-07,carrier_delay,High,Carrier route delay,Open
FUL007429,O060484,C000642,564,2025-12-07,carrier_delay,High,Carrier route delay,Open
FUL007430,O060510,C001169,1843,2025-12-08,carrier_delay,High,Carrier route delay,Open
FUL007431,O060519,C001399,7739,2025-12-08,carrier_delay,High,Carrier route delay,Open
FUL007432,O060522,C001759,4079,2025-12-08,carrier_delay,High,Carrier route delay,Open
FUL007433,O060535,C001944,2192,2025-12-08,carrier_delay,High,Carrier route delay,Open
FUL007434,O060539,C001534,2319,2025-12-08,carrier_delay,High,Carrier route delay,Open
FUL007435,O060544,C000697,4806,2025-12-08,carrier_delay,High,Carrier route delay,Open
FUL007436,O060554,C001238,12322,2025-12-08,carrier_delay,High,Carrier route delay,Open
FUL007437,O060560,C000828,5946,2025-12-09,carrier_delay,High,Carrier route delay,Open
FUL007438,O060570,C000305,6266,2025-12-09,carrier_delay,High,Carrier route delay,Open
FUL007439,O060575,C000156,482,2025-12-09,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL007440,O060585,C000508,8995,2025-12-09,carrier_delay,High,Carrier route delay,Open
FUL007441,O006059,C000609,11516,2023-10-05,carrier_delay,High,Carrier route delay,Open
FUL007442,O060594,C000357,3099,2025-12-09,carrier_delay,High,Carrier route delay,Open
FUL007443,O060600,C001049,434,2025-12-09,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL007444,O060608,C001564,10042,2025-12-09,carrier_delay,High,Carrier route delay,Open
FUL007445,O060609,C001457,4673,2025-12-09,carrier_delay,High,Carrier route delay,Open
FUL007446,O060632,C000430,10845,2025-12-10,carrier_delay,High,Carrier route delay,Open
FUL007447,O060635,C001195,8892,2025-12-10,carrier_delay,High,Carrier route delay,Open
FUL007448,O006065,C001202,2114,2023-10-05,carrier_delay,High,Carrier route delay,Open
FUL007449,O060654,C001175,7511,2025-12-10,carrier_delay,High,Carrier route delay,Open
FUL007450,O060664,C001126,5594,2025-12-10,carrier_delay,High,Carrier route delay,Open
FUL007451,O060675,C001354,2078,2025-12-10,carrier_delay,High,Carrier route delay,Open
FUL007452,O060685,C000198,11534,2025-12-10,carrier_delay,High,Carrier route delay,Open
FUL007453,O060690,C001846,351,2025-12-10,carrier_delay,High,Carrier route delay,Open
FUL007454,O060695,C000837,2429,2025-12-10,carrier_delay,High,Carrier route delay,Open
FUL007455,O006070,C000455,10211,2023-10-05,carrier_delay,High,Carrier route delay,Open
FUL007456,O060705,C000083,9358,2025-12-11,carrier_delay,High,Carrier route delay,Open
FUL007457,O060709,C001434,6926,2025-12-11,carrier_delay,High,Carrier route delay,Open
FUL007458,O060719,C000826,11263,2025-12-11,carrier_delay,High,Carrier route delay,Open
